rank,run_id,volume_lookback,spike_multiplier,exit_volume_ratio,exit_bars,step_weight,max_abs_weight,min_price_move_pct,cooldown_bars,max_hold_bars,stop_loss_pct,take_profit_pct,max_trades_per_day,return_pct,final_equity,max_drawdown_pct,trades,total_fees,sharpe_per_bar,candles,start_time_utc,end_time_utc,strategy,network,coins,interval,initial_cash
289,565,13,3,0.4,4,0.03,0.3,0.1,5,240,0.8,1.2,30,-0.85263682,9914.73631792,-0.93825046,322,74.8444042,-0.03588016,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
290,637,13,3,0.4,4,0.03,0.3,0.1,10,240,0.5,1.2,30,-0.85502678,9914.4973221,-1.05078705,284,50.35504446,-0.05148283,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
291,635,13,3,0.4,4,0.03,0.3,0.1,10,240,0.5,0.8,60,-0.85603644,9914.39635595,-0.94071176,363,68.21639122,-0.04345723,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
292,636,13,3,0.4,4,0.03,0.3,0.1,10,240,0.5,0.8,100,-0.85603644,9914.39635595,-0.94071176,363,68.21639122,-0.04345723,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
293,542,13,3,0.4,4,0.03,0.3,0.1,5,240,0.3,0.4,60,-0.858869,9914.11309952,-0.88153132,388,61.44020043,-0.0673564,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
294,504,13,3,0.4,4,0.03,0.3,0.1,5,60,0.5,1.2,100,-0.85972578,9914.02742222,-0.9389676,423,75.64748631,-0.04485846,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
295,515,13,3,0.4,4,0.03,0.3,0.1,5,120,0.3,0.4,60,-0.86042274,9913.95772588,-0.8830847,390,61.19990623,-0.06763663,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
296,473,13,3,0.4,4,0.03,0.3,0.05,20,240,0.5,0.8,60,-0.86247989,9913.75201057,-0.99123209,610,122.57923843,-0.05844605,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
297,474,13,3,0.4,4,0.03,0.3,0.05,20,240,0.5,0.8,100,-0.86247989,9913.75201057,-0.99123209,610,122.57923843,-0.05844605,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
298,219,13,3,0.4,4,0.03,0.3,0.03,20,240,0.3,0.4,100,-0.86730889,9913.26911067,-0.90619592,661,119.71716613,-0.07534272,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
299,701,13,3,0.4,4,0.03,0.3,0.1,20,120,0.8,1.2,60,-0.8674219,9913.25780986,-0.8821122,280,46.83963374,-0.06678174,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
300,702,13,3,0.4,4,0.03,0.3,0.1,20,120,0.8,1.2,100,-0.8674219,9913.25780986,-0.8821122,280,46.83963374,-0.06678174,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
301,428,13,3,0.4,4,0.03,0.3,0.05,20,60,0.8,0.8,60,-0.87394235,9912.60576505,-0.89399346,589,101.00257962,-0.07419688,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
302,429,13,3,0.4,4,0.03,0.3,0.05,20,60,0.8,0.8,100,-0.87394235,9912.60576505,-0.89399346,589,101.00257962,-0.07419688,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
303,545,13,3,0.4,4,0.03,0.3,0.1,5,240,0.3,0.8,60,-0.87573231,9912.42676866,-0.90174923,413,76.47182598,-0.04711409,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
304,174,13,3,0.4,4,0.03,0.3,0.03,20,60,0.5,0.4,100,-0.88068572,9911.93142848,-0.8982032,631,101.90307248,-0.0853711,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
305,556,13,3,0.4,4,0.03,0.3,0.1,5,240,0.5,1.2,30,-0.88544832,9911.45516798,-1.05515321,314,59.65982072,-0.0500279,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
306,543,13,3,0.4,4,0.03,0.3,0.1,5,240,0.3,0.4,100,-0.88707071,9911.29292875,-0.90972658,402,63.34460914,-0.06821987,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
307,516,13,3,0.4,4,0.03,0.3,0.1,5,120,0.3,0.4,100,-0.88862401,9911.13759931,-0.91127952,404,63.10427764,-0.06849355,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
308,518,13,3,0.4,4,0.03,0.3,0.1,5,120,0.3,0.8,60,-0.89176222,9910.82377786,-0.91777493,412,74.07854243,-0.04920725,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
309,173,13,3,0.4,4,0.03,0.3,0.03,20,60,0.5,0.4,60,-0.89247878,9910.75212162,-0.90999418,627,101.42201441,-0.08669237,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
310,524,13,3,0.4,4,0.03,0.3,0.1,5,120,0.5,0.4,60,-0.89402815,9910.59718532,-0.91668243,387,62.09265737,-0.05977038,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
311,503,13,3,0.4,4,0.03,0.3,0.1,5,60,0.5,1.2,60,-0.89436767,9910.5632332,-0.91702187,409,71.36272326,-0.05449063,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
312,643,13,3,0.4,4,0.03,0.3,0.1,10,240,0.8,0.8,30,-0.89885613,9910.11438717,-0.9209873,297,64.84990148,-0.04104081,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
313,558,13,3,0.4,4,0.03,0.3,0.1,5,240,0.5,1.2,100,-0.8989282,9910.10717986,-1.18008473,436,92.54169147,-0.02769412,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
314,498,13,3,0.4,4,0.03,0.3,0.1,5,60,0.5,0.4,100,-0.90783436,9909.21656445,-0.93048548,411,64.94699385,-0.06649489,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
315,562,13,3,0.4,4,0.03,0.3,0.1,5,240,0.8,0.8,30,-0.91098125,9908.90187541,-0.96914419,315,71.20566226,-0.03827839,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
316,641,13,3,0.4,4,0.03,0.3,0.1,10,240,0.8,0.4,60,-0.91317704,9908.68229563,-1.00082752,361,66.96827066,-0.04362359,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
317,642,13,3,0.4,4,0.03,0.3,0.1,10,240,0.8,0.4,100,-0.91317704,9908.68229563,-1.00082752,361,66.96827066,-0.04362359,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
318,553,13,3,0.4,4,0.03,0.3,0.1,5,240,0.5,0.8,30,-0.9137617,9908.62383008,-0.95046645,309,55.64318965,-0.06071216,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
319,218,13,3,0.4,4,0.03,0.3,0.03,20,240,0.3,0.4,60,-0.91533681,9908.46631926,-0.954205,647,117.55857201,-0.081054,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
320,91,13,3,0.4,4,0.03,0.3,0.03,10,60,0.5,0.4,30,-0.91946132,9908.05386771,-0.92712181,486,98.18446509,-0.07375435,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
321,431,13,3,0.4,4,0.03,0.3,0.05,20,60,0.8,1.2,60,-0.92164307,9907.83569314,-0.93839462,597,103.56077942,-0.07522367,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
322,432,13,3,0.4,4,0.03,0.3,0.05,20,60,0.8,1.2,100,-0.92164307,9907.83569314,-0.93839462,597,103.56077942,-0.07522367,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
323,388,13,3,0.4,4,0.03,0.3,0.05,10,240,0.5,0.4,30,-0.92642846,9907.35715424,-0.94207648,461,97.3370679,-0.06602152,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
324,455,13,3,0.4,4,0.03,0.3,0.05,20,120,0.8,0.8,60,-0.93036908,9906.96309231,-1.01716547,630,132.61715248,-0.05801056,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
325,456,13,3,0.4,4,0.03,0.3,0.05,20,120,0.8,0.8,100,-0.93036908,9906.96309231,-1.01716547,630,132.61715248,-0.05801056,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
326,557,13,3,0.4,4,0.03,0.3,0.1,5,240,0.5,1.2,60,-0.93268016,9906.73198412,-1.21374093,427,90.13494654,-0.02893809,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
327,331,13,3,0.4,4,0.03,0.3,0.05,10,60,0.3,1.2,30,-0.93363377,9906.63662348,-0.94928065,442,75.34585148,-0.09683784,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
328,88,13,3,0.4,4,0.03,0.3,0.03,10,60,0.3,1.2,30,-0.93390448,9906.60955188,-0.94696089,479,97.973889,-0.07137357,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
329,85,13,3,0.4,4,0.03,0.3,0.03,10,60,0.3,0.8,30,-0.93811588,9906.18841224,-0.95117173,480,95.8374286,-0.07959919,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
330,229,13,3,0.4,4,0.03,0.3,0.03,20,240,0.5,0.8,30,-0.94263807,9905.73619268,-0.95963946,458,103.23524994,-0.06123176,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
331,555,13,3,0.4,4,0.03,0.3,0.1,5,240,0.5,0.8,100,-0.94325186,9905.67481384,-1.11670568,428,81.35105594,-0.04049128,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
332,352,13,3,0.4,4,0.03,0.3,0.05,10,120,0.3,0.4,30,-0.94666162,9905.33383819,-0.96230645,421,73.49798937,-0.09679824,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
333,201,13,3,0.4,4,0.03,0.3,0.03,20,120,0.5,0.4,100,-0.94879396,9905.12060382,-0.98194053,662,128.10855817,-0.07317754,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
334,223,13,3,0.4,4,0.03,0.3,0.03,20,240,0.3,1.2,30,-0.95014815,9904.98518506,-0.95295618,444,89.2350165,-0.06774941,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
335,349,13,3,0.4,4,0.03,0.3,0.05,10,60,0.8,1.2,30,-0.95250796,9904.74920358,-0.9693733,460,84.58188425,-0.08361704,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
336,551,13,3,0.4,4,0.03,0.3,0.1,5,240,0.5,0.4,60,-0.95807299,9904.19270082,-0.98071263,388,63.51084368,-0.06206775,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
337,337,13,3,0.4,4,0.03,0.3,0.05,10,60,0.5,0.8,30,-0.95986553,9904.01344681,-0.96870802,455,83.3098258,-0.09085262,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
338,340,13,3,0.4,4,0.03,0.3,0.05,10,60,0.5,1.2,30,-0.96051855,9903.94814518,-0.97616119,455,82.7121579,-0.09221938,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
339,346,13,3,0.4,4,0.03,0.3,0.05,10,60,0.8,0.8,30,-0.9657733,9903.4226701,-0.97452299,460,85.98134293,-0.07581743,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
340,118,13,3,0.4,4,0.03,0.3,0.03,10,120,0.5,0.4,30,-0.96791556,9903.20844358,-0.98164928,497,107.68906268,-0.0721338,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
341,370,13,3,0.4,4,0.03,0.3,0.05,10,120,0.8,0.4,30,-0.96811365,9903.18863503,-0.98375509,466,105.93779924,-0.05713759,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
342,647,13,3,0.4,4,0.03,0.3,0.1,10,240,0.8,1.2,60,-0.96885739,9903.11426106,-1.22679846,380,88.19825874,-0.02825735,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
343,648,13,3,0.4,4,0.03,0.3,0.1,10,240,0.8,1.2,100,-0.96885739,9903.11426106,-1.22679846,380,88.19825874,-0.02825735,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
344,611,13,3,0.4,4,0.03,0.3,0.1,10,120,0.5,1.2,60,-0.97643445,9902.35655461,-1.09131256,358,64.20201445,-0.0493482,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
345,612,13,3,0.4,4,0.03,0.3,0.1,10,120,0.5,1.2,100,-0.97643445,9902.35655461,-1.09131256,358,64.20201445,-0.0493482,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
346,210,13,3,0.4,4,0.03,0.3,0.03,20,120,0.8,0.4,100,-0.9812042,9901.87958044,-1.01846718,673,132.18548191,-0.06846274,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
347,619,13,3,0.4,4,0.03,0.3,0.1,10,120,0.8,1.2,30,-0.98120665,9901.87933479,-1.06832477,283,54.91141329,-0.05515927,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
348,200,13,3,0.4,4,0.03,0.3,0.03,20,120,0.5,0.4,60,-0.98544888,9901.45511159,-1.01858319,651,126.18864581,-0.07687074,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
349,136,13,3,0.4,4,0.03,0.3,0.03,10,240,0.3,0.4,30,-0.99015244,9900.98475641,-1.00388307,480,105.58385178,-0.08464404,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
350,527,13,3,0.4,4,0.03,0.3,0.1,5,120,0.5,0.8,60,-0.99388822,9900.61117823,-1.03213487,400,70.62753997,-0.05136553,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
351,328,13,3,0.4,4,0.03,0.3,0.05,10,60,0.3,0.8,30,-0.99601828,9900.39817162,-1.01165532,443,75.80575175,-0.09833249,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
352,494,13,3,0.4,4,0.03,0.3,0.1,5,60,0.3,1.2,60,-1.00296121,9899.70387893,-1.02735273,416,70.69377397,-0.06556564,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
353,209,13,3,0.4,4,0.03,0.3,0.03,20,120,0.8,0.4,60,-1.00566949,9899.43305051,-1.04292327,669,131.70072704,-0.07138902,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
354,379,13,3,0.4,4,0.03,0.3,0.05,10,240,0.3,0.4,30,-1.00758144,9899.24185619,-1.02321664,430,79.45298124,-0.09756308,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
355,521,13,3,0.4,4,0.03,0.3,0.1,5,120,0.3,1.2,60,-1.01603058,9898.39694187,-1.09216465,420,76.14261471,-0.05147945,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
356,391,13,3,0.4,4,0.03,0.3,0.05,10,240,0.5,0.8,30,-1.01684918,9898.31508216,-1.01971937,479,100.94395741,-0.07131618,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
357,259,13,3,0.4,4,0.03,0.3,0.05,5,60,0.5,1.2,30,-1.01924959,9898.07504052,-1.02656088,487,105.49475339,-0.0809272,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
358,185,13,3,0.4,4,0.03,0.3,0.03,20,60,0.8,0.8,60,-1.02019296,9897.98070381,-1.02332695,648,113.31056636,-0.08468227,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
359,97,13,3,0.4,4,0.03,0.3,0.03,10,60,0.5,1.2,30,-1.02281811,9897.71818932,-1.0304706,501,106.28670696,-0.07333379,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
360,109,13,3,0.4,4,0.03,0.3,0.03,10,120,0.3,0.4,30,-1.02346748,9897.65325207,-1.03719349,475,98.89054125,-0.09430395,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
361,127,13,3,0.4,4,0.03,0.3,0.03,10,120,0.8,0.4,30,-1.02479287,9897.52071339,-1.02479287,500,115.65406039,-0.07017712,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
362,186,13,3,0.4,4,0.03,0.3,0.03,20,60,0.8,0.8,100,-1.02503358,9897.49664207,-1.02816742,650,113.54690549,-0.08506147,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
363,244,13,3,0.4,4,0.03,0.3,0.05,5,60,0.3,0.4,30,-1.02630091,9897.36990921,-1.0452338,462,92.3999681,-0.0945995,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
364,115,13,3,0.4,4,0.03,0.3,0.03,10,120,0.3,1.2,30,-1.02677844,9897.32215633,-1.02677844,500,117.00797914,-0.07328423,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
365,94,13,3,0.4,4,0.03,0.3,0.03,10,60,0.5,0.8,30,-1.03073477,9896.92652265,-1.03210196,497,103.64088121,-0.08399724,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
366,103,13,3,0.4,4,0.03,0.3,0.03,10,60,0.8,0.8,30,-1.03183016,9896.81698421,-1.03667329,496,102.56087884,-0.07515769,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
367,168,13,3,0.4,4,0.03,0.3,0.03,20,60,0.3,0.8,100,-1.03558296,9896.441704,-1.03558296,656,108.79868785,-0.09620546,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
368,373,13,3,0.4,4,0.03,0.3,0.05,10,120,0.8,0.8,30,-1.03858767,9896.14123269,-1.05826918,488,112.6364878,-0.06033612,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
369,358,13,3,0.4,4,0.03,0.3,0.05,10,120,0.3,1.2,30,-1.04050851,9895.94914923,-1.04898884,441,80.95673326,-0.09918819,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
370,646,13,3,0.4,4,0.03,0.3,0.1,10,240,0.8,1.2,30,-1.04215946,9895.78405423,-1.09159874,298,64.42539066,-0.04638562,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
371,522,13,3,0.4,4,0.03,0.3,0.1,5,120,0.3,1.2,100,-1.04297644,9895.70235593,-1.11908979,432,78.51839723,-0.05192503,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
372,176,13,3,0.4,4,0.03,0.3,0.03,20,60,0.5,0.8,60,-1.04448122,9895.55187816,-1.04448122,642,109.41816302,-0.09103104,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
373,355,13,3,0.4,4,0.03,0.3,0.05,10,120,0.3,0.8,30,-1.04640683,9895.35931685,-1.04927617,437,78.55599969,-0.09898005,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
374,364,13,3,0.4,4,0.03,0.3,0.05,10,120,0.5,0.8,30,-1.04931186,9895.06881399,-1.06494048,475,99.36463122,-0.07933141,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
375,250,13,3,0.4,4,0.03,0.3,0.05,5,60,0.3,1.2,30,-1.05253522,9894.74647766,-1.0714631,477,99.02200756,-0.08585015,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
376,177,13,3,0.4,4,0.03,0.3,0.03,20,60,0.5,0.8,100,-1.0557032,9894.42967953,-1.0557032,644,109.41426667,-0.09245702,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
377,495,13,3,0.4,4,0.03,0.3,0.1,5,60,0.3,1.2,100,-1.05727879,9894.27212102,-1.08165692,427,72.35670804,-0.06709985,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
378,237,13,3,0.4,4,0.03,0.3,0.03,20,240,0.8,0.4,100,-1.05940276,9894.05972358,-1.08957186,681,159.33964563,-0.06473705,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
379,467,13,3,0.4,4,0.03,0.3,0.05,20,240,0.3,1.2,60,-1.06171019,9893.82898071,-1.13552372,602,135.41746348,-0.06099302,4272,2026-07-03T07:17:00+00:00,2026-07-06T06:28:00+00:00,whale-market-maker-v2,mainnet,"HYPE,BTC,ETH",1m,10000.0
